,lake,year,month,layer,group,genus,var,value,units,SamplingMethodID,MethodID
571,Giles,1990,3,whole column,Rotifer,Gastropus,abundance,134.38,org per liter,Method024,Method029
572,Giles,1990,4,whole column,Rotifer,Gastropus,abundance,27.03,org per liter,Method024,Method029
573,Giles,1990,5,whole column,Rotifer,Gastropus,abundance,11.48,org per liter,Method024,Method029
574,Giles,1990,6,whole column,Rotifer,Gastropus,abundance,4.61,org per liter,Method024,Method029
575,Giles,1990,7,whole column,Rotifer,Gastropus,abundance,7.82,org per liter,Method024,Method029
576,Giles,1990,8,whole column,Rotifer,Gastropus,abundance,35.2,org per liter,Method024,Method029
577,Giles,1990,9,whole column,Rotifer,Gastropus,abundance,13.18,org per liter,Method024,Method029
578,Giles,1990,10,whole column,Rotifer,Gastropus,abundance,0.51,org per liter,Method024,Method029
579,Giles,1990,11,whole column,Rotifer,Gastropus,abundance,1.01,org per liter,Method024,Method029
580,Giles,1990,12,whole column,Rotifer,Gastropus,abundance,11.49,org per liter,Method024,Method029
581,Giles,1991,1,whole column,Rotifer,Gastropus,abundance,8.28,org per liter,Method024,Method029
582,Giles,1991,2,whole column,Rotifer,Gastropus,abundance,1.82,org per liter,Method024,Method029
583,Giles,1991,3,whole column,Rotifer,Gastropus,abundance,2.07,org per liter,Method024,Method029
584,Giles,1991,4,whole column,Rotifer,Gastropus,abundance,0.13,org per liter,Method024,Method029
585,Giles,1991,5,whole column,Rotifer,Gastropus,abundance,3.79,org per liter,Method024,Method029
586,Giles,1991,6,whole column,Rotifer,Gastropus,abundance,44.16,org per liter,Method024,Method029
587,Giles,1991,7,whole column,Rotifer,Gastropus,abundance,30.42,org per liter,Method024,Method029
588,Giles,1991,8,whole column,Rotifer,Gastropus,abundance,6.12,org per liter,Method024,Method029
589,Giles,1991,9,whole column,Rotifer,Gastropus,abundance,4.38,org per liter,Method024,Method029
590,Giles,1991,10,whole column,Rotifer,Gastropus,abundance,3.47,org per liter,Method024,Method029
591,Giles,1991,11,whole column,Rotifer,Gastropus,abundance,0.02,org per liter,Method024,Method029
592,Giles,1991,12,whole column,Rotifer,Gastropus,abundance,0.01,org per liter,Method024,Method029
593,Giles,1992,1,whole column,Rotifer,Gastropus,abundance,0.04,org per liter,Method024,Method029
594,Giles,1992,2,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method024,Method029
595,Giles,1992,4,whole column,Rotifer,Gastropus,abundance,0.03,org per liter,Method024,Method029
596,Giles,1992,5,whole column,Rotifer,Gastropus,abundance,2.02,org per liter,Method024,Method029
597,Giles,1992,6,whole column,Rotifer,Gastropus,abundance,3.99,org per liter,Method024,Method029
598,Giles,1992,7,whole column,Rotifer,Gastropus,abundance,28.25,org per liter,Method024,Method029
599,Giles,1992,8,whole column,Rotifer,Gastropus,abundance,0.68,org per liter,Method024,Method029
600,Giles,1992,9,whole column,Rotifer,Gastropus,abundance,1.47,org per liter,Method024,Method029
601,Giles,1992,10,whole column,Rotifer,Gastropus,abundance,0.63,org per liter,Method024,Method029
602,Giles,1992,11,whole column,Rotifer,Gastropus,abundance,0.04,org per liter,Method024,Method029
603,Giles,1993,1,whole column,Rotifer,Gastropus,abundance,0.22,org per liter,Method024,Method029
604,Giles,1993,2,whole column,Rotifer,Gastropus,abundance,0.26,org per liter,Method024,Method029
605,Giles,1993,3,whole column,Rotifer,Gastropus,abundance,0.4,org per liter,Method024,Method029
606,Giles,1993,4,whole column,Rotifer,Gastropus,abundance,5.46,org per liter,Method024,Method029
607,Giles,1993,5,whole column,Rotifer,Gastropus,abundance,41.9,org per liter,Method024,Method029
608,Giles,1993,6,whole column,Rotifer,Gastropus,abundance,12.85,org per liter,Method024,Method029
609,Giles,1993,7,whole column,Rotifer,Gastropus,abundance,2.38,org per liter,Method024,Method029
610,Giles,1993,8,whole column,Rotifer,Gastropus,abundance,5.03,org per liter,Method024,Method029
611,Giles,1993,9,whole column,Rotifer,Gastropus,abundance,10.3,org per liter,Method024,Method029
612,Giles,1993,11,whole column,Rotifer,Gastropus,abundance,0.19,org per liter,Method024,Method029
613,Giles,1997,4,whole column,Rotifer,Gastropus,abundance,0.87,org per liter,Method024,Method029
614,Giles,1997,6,whole column,Rotifer,Gastropus,abundance,3,org per liter,Method024,Method029
615,Giles,1997,8,whole column,Rotifer,Gastropus,abundance,0.86,org per liter,Method024,Method029
616,Giles,2001,6,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method024,Method029
617,Giles,2001,7,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method024,Method029
618,Giles,2001,8,whole column,Rotifer,Gastropus,abundance,2.22,org per liter,Method024,Method029
619,Giles,2005,5,whole column,Rotifer,Gastropus,abundance,12.5,org per liter,Method024,Method029
620,Giles,2005,6,whole column,Rotifer,Gastropus,abundance,115.61,org per liter,Method024,Method029
621,Giles,2005,7,whole column,Rotifer,Gastropus,abundance,47.39,org per liter,Method024,Method029
622,Giles,2005,8,whole column,Rotifer,Gastropus,abundance,6.13,org per liter,Method024,Method029
623,Giles,2006,5,whole column,Rotifer,Gastropus,abundance,29,org per liter,Method024,Method029
624,Giles,2006,6,whole column,Rotifer,Gastropus,abundance,61.89,org per liter,Method024,Method029
625,Giles,2006,7,whole column,Rotifer,Gastropus,abundance,29.71,org per liter,Method024,Method029
626,Giles,2006,8,whole column,Rotifer,Gastropus,abundance,32.54,org per liter,Method024,Method029
627,Giles,2007,5,whole column,Rotifer,Gastropus,abundance,4.64,org per liter,Method024,Method029
628,Giles,2007,6,whole column,Rotifer,Gastropus,abundance,10.48,org per liter,Method024,Method029
629,Giles,2007,7,whole column,Rotifer,Gastropus,abundance,15.63,org per liter,Method024,Method029
630,Giles,2007,8,whole column,Rotifer,Gastropus,abundance,20.73,org per liter,Method024,Method029
631,Giles,2008,4,whole column,Rotifer,Gastropus,abundance,9.5,org per liter,Method023,Method029
632,Giles,2008,5,whole column,Rotifer,Gastropus,abundance,4.95,org per liter,Method023,Method029
633,Giles,2008,6,whole column,Rotifer,Gastropus,abundance,3.58,org per liter,Method023,Method029
634,Giles,2008,7,whole column,Rotifer,Gastropus,abundance,0.98,org per liter,Method023,Method029
635,Giles,2008,8,whole column,Rotifer,Gastropus,abundance,17.57,org per liter,Method023,Method029
636,Giles,2009,4,whole column,Rotifer,Gastropus,abundance,5.31,org per liter,Method023,Method029
637,Giles,2009,5,whole column,Rotifer,Gastropus,abundance,0.56,org per liter,Method023,Method029
638,Giles,2009,6,whole column,Rotifer,Gastropus,abundance,2.65,org per liter,Method023,Method029
639,Giles,2009,7,whole column,Rotifer,Gastropus,abundance,8.36,org per liter,Method023,Method029
640,Giles,2009,8,whole column,Rotifer,Gastropus,abundance,3.8,org per liter,Method023,Method029
641,Giles,2010,5,whole column,Rotifer,Gastropus,abundance,1.74,org per liter,Method023,Method029
642,Giles,2010,6,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
643,Giles,2010,7,whole column,Rotifer,Gastropus,abundance,1.14,org per liter,Method023,Method029
644,Giles,2010,8,whole column,Rotifer,Gastropus,abundance,3.66,org per liter,Method023,Method029
645,Giles,2010,9,whole column,Rotifer,Gastropus,abundance,8.97,org per liter,Method023,Method029
646,Giles,2011,5,whole column,Rotifer,Gastropus,abundance,0.3,org per liter,Method023,Method029
647,Giles,2011,6,whole column,Rotifer,Gastropus,abundance,0.16,org per liter,Method023,Method029
648,Giles,2011,7,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
649,Giles,2011,8,whole column,Rotifer,Gastropus,abundance,8.16,org per liter,Method023,Method029
650,Giles,2013,4,whole column,Rotifer,Gastropus,abundance,8.52,org per liter,Method023,Method029
651,Giles,2013,5,whole column,Rotifer,Gastropus,abundance,8.93,org per liter,Method023,Method029
652,Giles,2013,6,whole column,Rotifer,Gastropus,abundance,1.33,org per liter,Method023,Method029
653,Giles,2013,7,whole column,Rotifer,Gastropus,abundance,0.52,org per liter,Method023,Method029
654,Giles,2013,8,whole column,Rotifer,Gastropus,abundance,0.58,org per liter,Method023,Method029
655,Giles,2014,6,whole column,Rotifer,Gastropus,abundance,3.31,org per liter,Method023,Method029
656,Giles,2014,7,whole column,Rotifer,Gastropus,abundance,1.04,org per liter,Method023,Method029
657,Giles,2014,8,whole column,Rotifer,Gastropus,abundance,0.56,org per liter,Method023,Method029
658,Giles,2015,5,whole column,Rotifer,Gastropus,abundance,4.89,org per liter,Method023,Method029
659,Giles,2015,6,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
660,Giles,2015,7,whole column,Rotifer,Gastropus,abundance,0.53,org per liter,Method023,Method029
661,Giles,2015,8,whole column,Rotifer,Gastropus,abundance,0.2,org per liter,Method023,Method029
662,Giles,2016,5,whole column,Rotifer,Gastropus,abundance,0.23,org per liter,Method023,Method029
663,Giles,2016,6,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
664,Giles,2016,7,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
665,Giles,2016,8,whole column,Rotifer,Gastropus,abundance,2.31,org per liter,Method023,Method029
666,Giles,2017,5,whole column,Rotifer,Gastropus,abundance,0,org per liter,Method023,Method029
667,Giles,2017,6,whole column,Rotifer,Gastropus,abundance,1.39,org per liter,Method023,Method029
668,Giles,2017,7,whole column,Rotifer,Gastropus,abundance,2.81,org per liter,Method023,Method029
669,Giles,2017,8,whole column,Rotifer,Gastropus,abundance,12.01,org per liter,Method023,Method029
670,Giles,2018,5,whole column,Rotifer,Gastropus,abundance,3.69,org per liter,Method023,Method029
671,Giles,2018,6,whole column,Rotifer,Gastropus,abundance,1.75,org per liter,Method023,Method029
672,Giles,2018,7,whole column,Rotifer,Gastropus,abundance,4.66,org per liter,Method023,Method029
673,Giles,2018,8,whole column,Rotifer,Gastropus,abundance,0.8,org per liter,Method023,Method029
674,Giles,2019,4,whole column,Rotifer,Gastropus,abundance,2.12,org per liter,Method023,Method029
675,Giles,2019,5,whole column,Rotifer,Gastropus,abundance,0.44,org per liter,Method023,Method029
676,Giles,2019,6,whole column,Rotifer,Gastropus,abundance,9.29,org per liter,Method023,Method029
677,Giles,2019,7,whole column,Rotifer,Gastropus,abundance,4.17,org per liter,Method023,Method029
678,Giles,2019,8,whole column,Rotifer,Gastropus,abundance,1.46,org per liter,Method023,Method029
679,Giles,1991,1,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
680,Giles,1991,2,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
681,Giles,1991,3,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
682,Giles,1991,4,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
683,Giles,1991,5,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
684,Giles,1991,6,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
685,Giles,1991,7,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
686,Giles,1991,8,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
687,Giles,1991,9,whole column,Rotifer,Kellicottia,abundance,0.11,org per liter,Method024,Method029
688,Giles,1991,10,whole column,Rotifer,Kellicottia,abundance,0.36,org per liter,Method024,Method029
689,Giles,1991,11,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
690,Giles,1991,12,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
691,Giles,1992,1,whole column,Rotifer,Kellicottia,abundance,0.25,org per liter,Method024,Method029
692,Giles,1992,2,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
693,Giles,1992,4,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
694,Giles,1992,5,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
695,Giles,1992,6,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
696,Giles,1992,7,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
697,Giles,1992,8,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
698,Giles,1992,9,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
699,Giles,1992,10,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
700,Giles,1992,11,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
701,Giles,1993,1,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
702,Giles,1993,2,whole column,Rotifer,Kellicottia,abundance,0.01,org per liter,Method024,Method029
703,Giles,1993,3,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
704,Giles,1993,4,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
705,Giles,1993,5,whole column,Rotifer,Kellicottia,abundance,0.01,org per liter,Method024,Method029
706,Giles,1993,6,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
707,Giles,1993,7,whole column,Rotifer,Kellicottia,abundance,0.01,org per liter,Method024,Method029
708,Giles,1993,8,whole column,Rotifer,Kellicottia,abundance,0.06,org per liter,Method024,Method029
709,Giles,1993,9,whole column,Rotifer,Kellicottia,abundance,0.01,org per liter,Method024,Method029
710,Giles,1993,11,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
711,Giles,1997,4,whole column,Rotifer,Kellicottia,abundance,0.02,org per liter,Method024,Method029
712,Giles,1997,6,whole column,Rotifer,Kellicottia,abundance,0,org per liter,Method024,Method029
713,Giles,1997,8,whole column,Rotifer,Kellicottia,abundance,0.29,org per liter,Method024,Method029
714,Giles,2001,6,whole column,Rotifer,Kellicottia,abundance,16.31,org per liter,Method024,Method029
715,Giles,2001,7,whole column,Rotifer,Kellicottia,abundance,2.24,org per liter,Method024,Method029
716,Giles,2001,8,whole column,Rotifer,Kellicottia,abundance,1.86,org per liter,Method024,Method029
717,Giles,2005,5,whole column,Rotifer,Kellicottia,abundance,8.25,org per liter,Method024,Method029
718,Giles,2005,6,whole column,Rotifer,Kellicottia,abundance,9.33,org per liter,Method024,Method029
719,Giles,2005,7,whole column,Rotifer,Kellicottia,abundance,48.1,org per liter,Method024,Method029
720,Giles,2005,8,whole column,Rotifer,Kellicottia,abundance,44.09,org per liter,Method024,Method029
721,Giles,2006,5,whole column,Rotifer,Kellicottia,abundance,47.39,org per liter,Method024,Method029
722,Giles,2006,6,whole column,Rotifer,Kellicottia,abundance,36.25,org per liter,Method024,Method029
723,Giles,2006,7,whole column,Rotifer,Kellicottia,abundance,18.39,org per liter,Method024,Method029
724,Giles,2006,8,whole column,Rotifer,Kellicottia,abundance,11.32,org per liter,Method024,Method029
725,Giles,2007,5,whole column,Rotifer,Kellicottia,abundance,2.22,org per liter,Method024,Method029
726,Giles,2007,6,whole column,Rotifer,Kellicottia,abundance,0.6,org per liter,Method024,Method029
727,Giles,2007,7,whole column,Rotifer,Kellicottia,abundance,0.99,org per liter,Method024,Method029
728,Giles,2007,8,whole column,Rotifer,Kellicottia,abundance,2.94,org per liter,Method024,Method029
729,Giles,2008,4,whole column,Rotifer,Kellicottia,abundance,0.11,org per liter,Method023,Method029
730,Giles,2008,5,whole column,Rotifer,Kellicottia,abundance,0.22,org per liter,Method023,Method029
731,Giles,2008,6,whole column,Rotifer,Kellicottia,abundance,3.18,org per liter,Method023,Method029
732,Giles,2008,7,whole column,Rotifer,Kellicottia,abundance,4.71,org per liter,Method023,Method029
733,Giles,2008,8,whole column,Rotifer,Kellicottia,abundance,7.51,org per liter,Method023,Method029
734,Giles,2009,4,whole column,Rotifer,Kellicottia,abundance,36.84,org per liter,Method023,Method029
735,Giles,2009,5,whole column,Rotifer,Kellicottia,abundance,111.36,org per liter,Method023,Method029
736,Giles,2009,6,whole column,Rotifer,Kellicottia,abundance,34.17,org per liter,Method023,Method029
737,Giles,2009,7,whole column,Rotifer,Kellicottia,abundance,30.54,org per liter,Method023,Method029
738,Giles,2009,8,whole column,Rotifer,Kellicottia,abundance,27.49,org per liter,Method023,Method029
739,Giles,2010,5,whole column,Rotifer,Kellicottia,abundance,84.12,org per liter,Method023,Method029
740,Giles,2010,6,whole column,Rotifer,Kellicottia,abundance,96.25,org per liter,Method023,Method029
741,Giles,2010,7,whole column,Rotifer,Kellicottia,abundance,59.65,org per liter,Method023,Method029
742,Giles,2010,8,whole column,Rotifer,Kellicottia,abundance,26.9,org per liter,Method023,Method029
743,Giles,2010,9,whole column,Rotifer,Kellicottia,abundance,89.25,org per liter,Method023,Method029
744,Giles,2011,5,whole column,Rotifer,Kellicottia,abundance,41.58,org per liter,Method023,Method029
745,Giles,2011,6,whole column,Rotifer,Kellicottia,abundance,58.12,org per liter,Method023,Method029
746,Giles,2011,7,whole column,Rotifer,Kellicottia,abundance,48,org per liter,Method023,Method029
747,Giles,2011,8,whole column,Rotifer,Kellicottia,abundance,23.96,org per liter,Method023,Method029
748,Giles,2013,4,whole column,Rotifer,Kellicottia,abundance,42.72,org per liter,Method023,Method029
749,Giles,2013,5,whole column,Rotifer,Kellicottia,abundance,65.31,org per liter,Method023,Method029
750,Giles,2013,6,whole column,Rotifer,Kellicottia,abundance,40.87,org per liter,Method023,Method029
751,Giles,2013,7,whole column,Rotifer,Kellicottia,abundance,75.9,org per liter,Method023,Method029
752,Giles,2013,8,whole column,Rotifer,Kellicottia,abundance,39.68,org per liter,Method023,Method029
753,Giles,2014,6,whole column,Rotifer,Kellicottia,abundance,55.08,org per liter,Method023,Method029
754,Giles,2014,7,whole column,Rotifer,Kellicottia,abundance,57.35,org per liter,Method023,Method029
755,Giles,2014,8,whole column,Rotifer,Kellicottia,abundance,67.28,org per liter,Method023,Method029
756,Giles,2015,5,whole column,Rotifer,Kellicottia,abundance,55.35,org per liter,Method023,Method029
757,Giles,2015,6,whole column,Rotifer,Kellicottia,abundance,27.79,org per liter,Method023,Method029
758,Giles,2015,7,whole column,Rotifer,Kellicottia,abundance,19.48,org per liter,Method023,Method029
759,Giles,2015,8,whole column,Rotifer,Kellicottia,abundance,22.43,org per liter,Method023,Method029
760,Giles,2016,5,whole column,Rotifer,Kellicottia,abundance,36.98,org per liter,Method023,Method029
761,Giles,2016,6,whole column,Rotifer,Kellicottia,abundance,30,org per liter,Method023,Method029
762,Giles,2016,7,whole column,Rotifer,Kellicottia,abundance,13.57,org per liter,Method023,Method029
763,Giles,2016,8,whole column,Rotifer,Kellicottia,abundance,38.18,org per liter,Method023,Method029
764,Giles,2017,5,whole column,Rotifer,Kellicottia,abundance,2,org per liter,Method023,Method029
765,Giles,2017,6,whole column,Rotifer,Kellicottia,abundance,3.22,org per liter,Method023,Method029
766,Giles,2017,7,whole column,Rotifer,Kellicottia,abundance,5.61,org per liter,Method023,Method029
767,Giles,2017,8,whole column,Rotifer,Kellicottia,abundance,85.43,org per liter,Method023,Method029
768,Giles,2018,5,whole column,Rotifer,Kellicottia,abundance,42.45,org per liter,Method023,Method029
769,Giles,2018,6,whole column,Rotifer,Kellicottia,abundance,35.33,org per liter,Method023,Method029
770,Giles,2018,7,whole column,Rotifer,Kellicottia,abundance,32.89,org per liter,Method023,Method029
771,Giles,2018,8,whole column,Rotifer,Kellicottia,abundance,33.4,org per liter,Method023,Method029
772,Giles,2019,4,whole column,Rotifer,Kellicottia,abundance,7.95,org per liter,Method023,Method029
773,Giles,2019,5,whole column,Rotifer,Kellicottia,abundance,10.24,org per liter,Method023,Method029
774,Giles,2019,6,whole column,Rotifer,Kellicottia,abundance,3.84,org per liter,Method023,Method029
775,Giles,2019,7,whole column,Rotifer,Kellicottia,abundance,9.24,org per liter,Method023,Method029
776,Giles,2019,8,whole column,Rotifer,Kellicottia,abundance,10.16,org per liter,Method023,Method029
777,Giles,1990,1,whole column,Rotifer,Keratella,abundance,8.16,org per liter,Method024,Method029
778,Giles,1990,2,whole column,Rotifer,Keratella,abundance,78.03,org per liter,Method024,Method029
779,Giles,1990,3,whole column,Rotifer,Keratella,abundance,55.79,org per liter,Method024,Method029
780,Giles,1990,4,whole column,Rotifer,Keratella,abundance,64.73,org per liter,Method024,Method029
781,Giles,1990,5,whole column,Rotifer,Keratella,abundance,35.58,org per liter,Method024,Method029
782,Giles,1990,6,whole column,Rotifer,Keratella,abundance,10.12,org per liter,Method024,Method029
783,Giles,1990,7,whole column,Rotifer,Keratella,abundance,6.53,org per liter,Method024,Method029
784,Giles,1990,8,whole column,Rotifer,Keratella,abundance,1.91,org per liter,Method024,Method029
785,Giles,1990,9,whole column,Rotifer,Keratella,abundance,2.9,org per liter,Method024,Method029
786,Giles,1990,10,whole column,Rotifer,Keratella,abundance,11.86,org per liter,Method024,Method029
787,Giles,1990,11,whole column,Rotifer,Keratella,abundance,11.14,org per liter,Method024,Method029
788,Giles,1990,12,whole column,Rotifer,Keratella,abundance,7,org per liter,Method024,Method029
789,Giles,1991,1,whole column,Rotifer,Keratella,abundance,0.75,org per liter,Method024,Method029
790,Giles,1991,2,whole column,Rotifer,Keratella,abundance,2.84,org per liter,Method024,Method029
791,Giles,1991,3,whole column,Rotifer,Keratella,abundance,1.21,org per liter,Method024,Method029
792,Giles,1991,4,whole column,Rotifer,Keratella,abundance,1.53,org per liter,Method024,Method029
793,Giles,1991,5,whole column,Rotifer,Keratella,abundance,0.16,org per liter,Method024,Method029
794,Giles,1991,6,whole column,Rotifer,Keratella,abundance,0.12,org per liter,Method024,Method029
795,Giles,1991,7,whole column,Rotifer,Keratella,abundance,0.26,org per liter,Method024,Method029
796,Giles,1991,8,whole column,Rotifer,Keratella,abundance,4.39,org per liter,Method024,Method029
797,Giles,1991,9,whole column,Rotifer,Keratella,abundance,10.05,org per liter,Method024,Method029
798,Giles,1991,10,whole column,Rotifer,Keratella,abundance,5.87,org per liter,Method024,Method029
799,Giles,1991,11,whole column,Rotifer,Keratella,abundance,7.53,org per liter,Method024,Method029
800,Giles,1991,12,whole column,Rotifer,Keratella,abundance,3.88,org per liter,Method024,Method029
801,Giles,1992,1,whole column,Rotifer,Keratella,abundance,3.26,org per liter,Method024,Method029
802,Giles,1992,2,whole column,Rotifer,Keratella,abundance,3.17,org per liter,Method024,Method029
803,Giles,1992,4,whole column,Rotifer,Keratella,abundance,4.88,org per liter,Method024,Method029
804,Giles,1992,5,whole column,Rotifer,Keratella,abundance,2.62,org per liter,Method024,Method029
805,Giles,1992,6,whole column,Rotifer,Keratella,abundance,3.49,org per liter,Method024,Method029
806,Giles,1992,7,whole column,Rotifer,Keratella,abundance,2.87,org per liter,Method024,Method029
807,Giles,1992,8,whole column,Rotifer,Keratella,abundance,1.25,org per liter,Method024,Method029
808,Giles,1992,9,whole column,Rotifer,Keratella,abundance,0.76,org per liter,Method024,Method029
809,Giles,1992,10,whole column,Rotifer,Keratella,abundance,0.78,org per liter,Method024,Method029
810,Giles,1992,11,whole column,Rotifer,Keratella,abundance,0.39,org per liter,Method024,Method029
811,Giles,1993,1,whole column,Rotifer,Keratella,abundance,0.41,org per liter,Method024,Method029
812,Giles,1993,2,whole column,Rotifer,Keratella,abundance,0.1,org per liter,Method024,Method029
813,Giles,1993,3,whole column,Rotifer,Keratella,abundance,0.24,org per liter,Method024,Method029
814,Giles,1993,4,whole column,Rotifer,Keratella,abundance,0.18,org per liter,Method024,Method029
815,Giles,1993,5,whole column,Rotifer,Keratella,abundance,1,org per liter,Method024,Method029
816,Giles,1993,6,whole column,Rotifer,Keratella,abundance,0.83,org per liter,Method024,Method029
817,Giles,1993,7,whole column,Rotifer,Keratella,abundance,4.41,org per liter,Method024,Method029
818,Giles,1993,8,whole column,Rotifer,Keratella,abundance,5.18,org per liter,Method024,Method029
819,Giles,1993,9,whole column,Rotifer,Keratella,abundance,6.69,org per liter,Method024,Method029
820,Giles,1993,11,whole column,Rotifer,Keratella,abundance,12.66,org per liter,Method024,Method029
821,Giles,1997,4,whole column,Rotifer,Keratella,abundance,0.39,org per liter,Method024,Method029
822,Giles,1997,6,whole column,Rotifer,Keratella,abundance,0,org per liter,Method024,Method029
823,Giles,1997,8,whole column,Rotifer,Keratella,abundance,0.58,org per liter,Method024,Method029
824,Giles,2001,6,whole column,Rotifer,Keratella,abundance,0.68,org per liter,Method024,Method029
825,Giles,2001,7,whole column,Rotifer,Keratella,abundance,0.7,org per liter,Method024,Method029
826,Giles,2001,8,whole column,Rotifer,Keratella,abundance,1.42,org per liter,Method024,Method029
827,Giles,2005,5,whole column,Rotifer,Keratella,abundance,0,org per liter,Method024,Method029
828,Giles,2005,6,whole column,Rotifer,Keratella,abundance,4.64,org per liter,Method024,Method029
829,Giles,2005,7,whole column,Rotifer,Keratella,abundance,25.46,org per liter,Method024,Method029
830,Giles,2005,8,whole column,Rotifer,Keratella,abundance,35.25,org per liter,Method024,Method029
831,Giles,2006,5,whole column,Rotifer,Keratella,abundance,30.06,org per liter,Method024,Method029
832,Giles,2006,6,whole column,Rotifer,Keratella,abundance,35.37,org per liter,Method024,Method029
833,Giles,2006,7,whole column,Rotifer,Keratella,abundance,42.44,org per liter,Method024,Method029
834,Giles,2006,8,whole column,Rotifer,Keratella,abundance,16.98,org per liter,Method024,Method029
835,Giles,2007,5,whole column,Rotifer,Keratella,abundance,28.06,org per liter,Method024,Method029
836,Giles,2007,6,whole column,Rotifer,Keratella,abundance,105.11,org per liter,Method024,Method029
837,Giles,2007,7,whole column,Rotifer,Keratella,abundance,33.03,org per liter,Method024,Method029
838,Giles,2007,8,whole column,Rotifer,Keratella,abundance,8.98,org per liter,Method024,Method029
839,Giles,2008,4,whole column,Rotifer,Keratella,abundance,20.61,org per liter,Method023,Method029
840,Giles,2008,5,whole column,Rotifer,Keratella,abundance,39.63,org per liter,Method023,Method029
841,Giles,2008,6,whole column,Rotifer,Keratella,abundance,172.58,org per liter,Method023,Method029
842,Giles,2008,7,whole column,Rotifer,Keratella,abundance,7.47,org per liter,Method023,Method029
843,Giles,2008,8,whole column,Rotifer,Keratella,abundance,91.74,org per liter,Method023,Method029
844,Giles,2009,4,whole column,Rotifer,Keratella,abundance,20.15,org per liter,Method023,Method029
845,Giles,2009,5,whole column,Rotifer,Keratella,abundance,66.87,org per liter,Method023,Method029
846,Giles,2009,6,whole column,Rotifer,Keratella,abundance,105.36,org per liter,Method023,Method029
847,Giles,2009,7,whole column,Rotifer,Keratella,abundance,26.97,org per liter,Method023,Method029
848,Giles,2009,8,whole column,Rotifer,Keratella,abundance,50.17,org per liter,Method023,Method029
849,Giles,2010,5,whole column,Rotifer,Keratella,abundance,124.52,org per liter,Method023,Method029
850,Giles,2010,6,whole column,Rotifer,Keratella,abundance,121.19,org per liter,Method023,Method029
851,Giles,2010,7,whole column,Rotifer,Keratella,abundance,26.34,org per liter,Method023,Method029
852,Giles,2010,8,whole column,Rotifer,Keratella,abundance,16.18,org per liter,Method023,Method029
853,Giles,2010,9,whole column,Rotifer,Keratella,abundance,101.9,org per liter,Method023,Method029
854,Giles,2011,5,whole column,Rotifer,Keratella,abundance,10.11,org per liter,Method023,Method029
855,Giles,2011,6,whole column,Rotifer,Keratella,abundance,35.16,org per liter,Method023,Method029
856,Giles,2011,7,whole column,Rotifer,Keratella,abundance,4.61,org per liter,Method023,Method029
857,Giles,2011,8,whole column,Rotifer,Keratella,abundance,42.92,org per liter,Method023,Method029
858,Giles,2013,4,whole column,Rotifer,Keratella,abundance,7.02,org per liter,Method023,Method029
859,Giles,2013,5,whole column,Rotifer,Keratella,abundance,7.25,org per liter,Method023,Method029
860,Giles,2013,6,whole column,Rotifer,Keratella,abundance,0.94,org per liter,Method023,Method029
861,Giles,2013,7,whole column,Rotifer,Keratella,abundance,2.01,org per liter,Method023,Method029
862,Giles,2013,8,whole column,Rotifer,Keratella,abundance,2.45,org per liter,Method023,Method029
